Genus,Alternative names,Kingdom,Phylum,Class,Order,Family,AOB:In situ,AOB:Other,NOB:In situ,NOB:Other,Anammox:In situ,Anammox:Other,Aerobic heterotroph:In situ,Aerobic heterotroph:Other,PAO:In situ,PAO:Other,GAO:In situ,GAO:Other,Nitrite reduction:In situ,Nitrite reduction:Other,Sulfate reduction:In situ,Sulfate reduction:Other,Fermentation:In situ,Fermentation:Other,Acetogen:In situ,Acetogen:Other,Methanogen:In situ,Methanogen:Other,Short-chain fatty acids:In situ,Short-chain fatty acids:Other,Sugars:In situ,Sugars:Other,Proteins/amino acids:In situ,Proteins/amino acids:Other,Filamentous:In situ,Filamentous:Other,Hydrophobic cell surface:In situ,Hydrophobic cell surface:Other
g__Ca_Contendobacter,"GB5 + GB6 + GB7 , *Ca.* Competibacter",Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,na,neg,na,neg,na,neg,pos,pos,neg,neg,pos,pos,var,neg,var,na,neg,neg,na,na,na,neg,pos,pos,neg,pos,neg,na,neg,na,na,na
g__Devosia,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,na,na,var,na,na,na,na,na,na
g__Simplicispira,"*Simplicispira metamorpha* , *S. psychrophila*",Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,pos,na,neg,na,pos
g__Blastocatella,AK1DE1,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,neg,na,neg,na,neg,na,na,na,na,na,neg,na,var,na,pos,na,var,na,na
g__Limnobacter,,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,var,na,neg,na,pos,na,neg,na,pos
g__Nannocystis,,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,pos,na,neg,na,na
g__Brachymonas,,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,neg,na,na,na,na,na,na
g__Pedomicrobium,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,pos,na,pos,na,pos,na,neg,na,na
g__Phaeodactylibacter,,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,var,na,neg,na,pos,na,na,na,na,na,na,na,neg,na,na,na,na,na,na
g__SC103,,Bacteria,Thermotogota,Thermotogae,Petrotogales,Petrotogaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Phenylobacterium,,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,var,na,var,na,var,na,na,na,na
g__Acinetobacter,Eikelboom Type 1863,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,na,na,na,na,na,na,pos,pos,neg,neg,neg,neg,na,na,na,na,na,neg,na,na,na,na,na,pos,na,pos,na,pos,var,var,na,pos
g__Caenimonas,,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Bryobacter,,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,neg,na,pos,na,pos,na,na,na,na
g__Anaeromyxobacter,,Bacteria,Myxococcota,Myxococcia,Myxococcales,Anaeromyxobacteraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Kouleothrix,Eikelboom type 1851,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,na,na,na,na,na,na,pos,pos,neg,na,neg,na,neg,var,neg,na,neg,pos,na,na,na,na,var,pos,pos,pos,neg,neg,pos,pos,neg,neg
g__Gemmatimonas,,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Flavobacterium,,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,var,na,na,na,na,na,pos,na,pos,na,pos,na,var,pos,var
g__Desulfobulbus,,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Arcobacter,"*Campylobacter nitrofigilis* , *C. cryaerophila*",Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,na,na,na,na,na,na,na,var,na,na,na,na,na,na,na,neg,na,pos,na,na,na,na,na,pos,na,pos,na,pos,neg,var,na,neg
g__Azospira,,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,pos,na,na,na,neg,na,na,na,na,na,pos,na,neg,na,neg,na,na,na,na
g__Ca_Alysiosphaera,*Candidatus* Halyseosphaera,Bacteria,Proteobacteria,Alphaproteobacteria,Tistrellales,Geminicoccaceae,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,pos,na,pos,na,pos,na
g__Anaerovorax,,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,pos,na,na,na,na
g__Pseudorhodobacter,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,pos,na,neg,na,neg,na,na
g__Lewinella,,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,pos,na,na
g__Microbacterium,,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,pos,na,na,na,na
g__Leptospira,,Bacteria,Spirochaetota,Leptospirae,Leptospirales,Leptospiraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Ca_Obscuribacter,,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,na,na,na,na,na,na,na,pos,na,pos,na,na,na,neg,na,na,na,pos,na,na,na,na,na,pos,na,pos,na,na,na,na,na,na
g__OLB12,,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Chitinivorax,,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinimonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__SH-PL14,,Bacteria,Planctomycetota,Planctomycetes,Planctomycetales,Rubinisphaeraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Falsirhodobacter,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Galbitalea,,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Aquimonas,,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,na
g__Alysiella,,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,pos,na,na
g__Acidovorax,Acidivorax,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,pos,var,pos,na,na,neg,na,na,na,na,pos,pos,na,pos,na,pos,neg,neg,na,var
g__Phaselicystis,,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Rhizobacter,,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Conexibacter,,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na,na,na
g__Crocinitomix,,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,var,na,na,na,var,na,na
g__Ignavibacterium,,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,neg,na,neg,na,pos,na,na,na,na,na,neg,na,pos,na,na,na,na,na,na
g__Sandaracinus,,Bacteria,Myxococcota,Polyangia,Polyangiales,Sandaracinaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Pajaroellobacter,,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Luteococcus,,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Lacunisphaera,,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Uruburuella,,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,pos,na,na,na,pos,na,na,na,na,na,pos,na,pos,na,na,na,na,na,na
g__Ca_Ovatusbacter,,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_147,midas_f_2362,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Aminobacter,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Prevotella,*Bacteroides*,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,pos,na,var,na,var
g__Brevundimonas,,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,var,na,pos,na,na,na,na
g__Paludibacter,,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Sphaerotilus,,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,pos,var,var,na,na
g__Geobacter,,Bacteria,Desulfobacterota,Desulfuromonadia,Geobacterales,Geobacteraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na
g__Herbinix,,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__oc32,,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Cloacibacterium,,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,neg,na,na,na,pos,na,na,na,neg,na,neg,na,pos,na,pos,na,var,na,na
g__Leptotrichia,,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,na,na,na,na,na,na,na,var,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,var,na,na
g__Lysobacter,,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Anaerolinea,,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,pos,na,neg,na,pos,na,neg,na,na,na,neg,na,pos,na,pos,na,pos,na,na
g__Roseomonas,,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Corynebacterium,Corynebacterium 1,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,na,na,na,na,na,na,na,pos,na,pos,na,na,na,pos,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,neg,na,pos
g__Turicibacter,,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,pos,na,na
g__Bauldia,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Jatrophihabitans,,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,pos,na,na,na,na
g__Arenimonas,,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,neg,na,neg,na,pos,na,na,na,na
g__Demequina,,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Demequinaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,pos,na,neg,na,na,na,na
g__Dialister,,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,na,na
g__Enhydrobacter,,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,pos,na,pos,na,pos,na,na,na,na
g__Labrys,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Macellibacteroides,,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,neg,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Kineosporia,,Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Lactobacillus,,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,pos,na,pos,na,pos,na,na,na,na
g__Actinomyces,,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,na,na,na,na,na,na,na,var,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,var,na,var
g__Fusibacter,,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Anaerostipes,*Eubacterium hadrum*,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,pos,na,pos,na,na,na,var,na,na
g__Acetobacterium,,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Ca_Paracaedibacter,,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Fusicatenibacter,,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Dorea,*Eubacterium formicigenerans*,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,pos,na,pos,na,neg,na,var,na,na
g__Bosea,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,na,na,neg,na,na,na,na,na,na,na,var,na,na,na,na,na,na
g__Agathobacter,,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Bacteroides,,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Chryseobacterium,,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,neg,na,na,na,neg,na,na,na,na,na,na,na,pos,na,pos,na,var,na,na
g__Aridibacter,,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,pos,na,pos,na,na,na,na
g__Acidipropionibacterium,*Propionibacterium*,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Cutibacterium,*Propionibacterium*,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Fervidobacterium,,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,neg,na,pos,na,na,na,na,na,pos,na,pos,na,pos,na,neg,na,na
g__Flexilinea,,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,neg,na,pos,na,na,na,na,na,na,na,neg,na,na,na,pos,na,na
g__Blautia,"*Clostridium coccoides* , *Streptococcus hansenii* / *Ruminococcus hansenii* , *Ruminococcus hydrogenotrophicus* , *Ruminococcus luti* , *Peptostreptococcus productus* , *Ruminococcus schinkii* , *Ruminococcus obeum*",Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,var,na,na,na,pos,na,pos,na,na,na,var,na,na
g__Fimbriiglobus,,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,pos,na,na,na,na,na,na
g__Ca_Megaira,,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Inquilinus,,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Inquilinaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,neg,na,na,na,neg,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Erysipelotrichaceae_UCG-003,Bacterium LF-3,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Holdemanella,"*Bacteroides biformis* , *Eubacterium biforme*",Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,var,na,na
g__Catenibacterium,,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,pos,na,na,na,pos,na,na
g__Faecalibacterium,,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,pos,na,pos,na,pos,na,neg,na,na
g__Fastidiosipila,,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,neg,na,na,na,na,na,na
g__Rikenellaceae_RC9_gut_group,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Ferribacterium,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,neg,na,neg,na,neg,na,na,na,na,na,pos,na,neg,na,na,na,na,na,na
g__Fodinicola,,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na
g__Acetomicrobium,Anaerobaculum,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,neg,na,pos,na,pos,na,na,na,neg,na,pos,na,pos,na,na,na,na
g__Ca_Symbiobacter,,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
g__Proteiniphilum,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,na,na,pos,na,na,na,na,na,pos,na,pos,na,pos,na,na,na,na
g__Caldicoprobacter,*Acetomicrobium faecale*,Bacteria,Firmicutes,Clostridia,Clostridiales,Caldicoprobacteraceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,neg,na,neg,na,pos,na,na,na,na,na,neg,na,pos,na,neg,na,na,na,na
g__Garciella,,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,neg,na,neg,na,pos,na,na,na,na,na,pos,na,pos,na,pos,na,na,na,na
g__Methanoculleus,"*Methanoculleus*(species transferred to the genus), *Methanogenium marisnigri*(species transferred to the genus), , *M. thermophilicum*(species transferred to the genus), , *M. olentangyi*(species transferred to the genus), *M. frittonii*(species transferred to the genus)",Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,pos,pos,na,na,na,pos,na,na,na,na
g__Petrimonas,,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonomonadaceae,na,na,na,na,na,na,na,pos,na,na,na,na,na,na,na,neg,na,pos,na,na,na,na,na,pos,na,pos,na,pos,na,na,na,na
g__Methanolinea,,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,na,na,na,na,na,na,na,neg,na,na,na,na,na,na,na,na,na,na,na,na,na,pos,na,pos,na,na,na,na,na,na,na,na
